"household_id","ind_id","rooms","tablet","males_under_12","males_over_12","males_tot","females_under_12","females_over_12","females_tot","ppl_under_12","ppl_over_12","ppl_total","years_of_schooling","wall_block_brick","wall_socket","wall_prefab_cement","wall_wood","floor_mos_cer_terr","floor_cement","floor_wood","ceiling","electric_public","electric_coop","toilet_sewer","toilet_septic","cookenergy_elec","cookenergy_gas","trash_truck","trash_burn","wall_bad","wall_reg","wall_good","roof_bad","roof_reg","roof_good","floor_bad","floor_reg","floor_good","disabled_ppl","male","female","under10","free","married","separated","single","hh_head","hh_spouse","hh_child","num_child","num_adults","num_65plus","num_hh_total","dependency_rate","male_hh_head_educ","female_hh_head_educ","meaneduc","educ_none","educ_primary_inc","educ_primary","educ_secondary_inc","educ_secondary","educ_undergrad","bedrooms","ppl_per_room","house_owned_full","house_owned_paying","house_rented","house_other","computer","television","num_mobilephones","region_central","region_Chorotega","region_pacifico","region_brunca","region_antlantica","region_huetar","urban_zone","rural_zone","age","Target","monthly_rent"
"d6dae86b7","ID_db44f5c59",2,"0",0,1,1,2,1,3,2,2,4,3,"1","0","0","0","1","0","0","1","1","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1",2,2,0,4,38,10,1,10,"0","1","0","0","0","0",1,4,"0","0","1","0","0","0",1,"1","0","0","0","0","0","1","0",11,4,130000
"bb2094100","ID_de822510c",3,"0",0,0,0,0,2,2,0,2,2,12,"0","0","1","0","1","0","0","1","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","1",1,1,0,2,38,1,12,23,"0","0","0","0","0","0",2,1,"0","1","0","0","0","0",1,"1","0","0","0","0","0","1","0",18,4,100000
"bb2094100","ID_d94071d7c",3,"0",0,0,0,0,2,2,0,2,2,11,"0","0","1","0","1","0","0","1","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0",1,1,0,2,38,1,12,23,"0","0","0","0","1","0",2,1,"0","1","0","0","0","0",1,"1","0","0","0","0","0","1","0",34,4,100000
"c51f9c774","ID_064b57869",4,"1",0,1,1,0,1,1,0,2,2,4,"0","0","1","0","0","1","0","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0",0,2,1,2,38,1,5,9.5,"0","1","0","0","0","0",2,1,"1","0","0","0","0","0",1,"1","0","0","0","0","0","1","0",79,4,NA
"c51f9c774","ID_5c837d8a4",4,"1",0,1,1,0,1,1,0,2,2,15,"0","0","1","0","0","1","0","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","1",0,2,1,2,38,1,5,9.5,"0","0","0","0","0","1",2,1,"1","0","0","0","0","0",1,"1","0","0","0","0","0","1","0",39,4,NA
"6893e65ca","ID_0a39e419e",2,"0",0,2,2,0,2,2,0,4,4,11,"0","0","0","1","0","0","1","1","1","0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1",2,2,1,4,29,1,11,17,"0","0","0","0","1","0",1,4,"0","0","1","0","0","0",1,"1","0","0","0","0","0","1","0",19,4,90000
"6893e65ca","ID_4ff51f90c",2,"0",0,2,2,0,2,2,0,4,4,2,"0","0","0","1","0","0","1","1","1","0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0",2,2,1,4,29,1,11,17,"0","1","0","0","0","0",1,4,"0","0","1","0","0","0",1,"1","0","0","0","0","0","1","0",70,4,90000
"6893e65ca","ID_336c51386",2,"0",0,2,2,0,2,2,0,4,4,11,"0","0","0","1","0","0","1","1","1","0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0",2,2,1,4,29,1,11,17,"0","0","0","0","1","0",1,4,"0","0","1","0","0","0",1,"1","0","0","0","0","0","1","0",19,4,90000
"6893e65ca","ID_c51938edf",2,"0",0,2,2,0,2,2,0,4,4,10,"0","0","0","1","0","0","1","1","1","0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0",2,2,1,4,29,1,11,17,"0","0","0","1","0","0",1,4,"0","0","1","0","0","0",1,"1","0","0","0","0","0","1","0",50,4,90000
"d29058053","ID_35b66f7c6",4,"0",0,1,1,0,1,1,0,2,2,12,"1","0","0","0","1","0","0","1","1","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0",0,2,0,2,37,16,1,13.5,"0","0","0","0","0","0",2,1,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",22,4,215000
"d29058053","ID_74a2bc523",4,"0",0,1,1,0,1,1,0,2,2,15,"1","0","0","0","1","0","0","1","1","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0",0,2,0,2,37,16,1,13.5,"0","0","0","0","0","1",2,1,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",26,4,215000
"ec0e8edce","ID_15d393ce7",3,"0",0,1,1,0,1,1,0,2,2,4,"0","0","0","1","0","0","1","1","1","0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0",0,2,2,2,36,5,1,10,"0","1","0","0","0","0",1,2,"0","0","1","0","0","0",1,"1","0","0","0","0","0","1","0",69,4,150000
"ec0e8edce","ID_a0bff0ba7",3,"0",0,1,1,0,1,1,0,2,2,16,"0","0","0","1","0","0","1","1","1","0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0",0,2,2,2,36,5,1,10,"0","0","0","0","0","1",1,2,"0","0","1","0","0","0",1,"1","0","0","0","0","0","1","0",66,4,150000
"3e16fab89","ID_848b0fdf1",1,"0",0,2,2,0,1,1,0,3,3,6,"1","0","0","0","1","0","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0",0,3,0,3,37,7,1,10.333333,"0","0","1","0","0","0",1,3,"0","0","1","0","0","0",3,"1","0","0","0","0","0","1","0",41,4,100000
"3e16fab89","ID_298d857e5",1,"0",0,2,2,0,1,1,0,3,3,13,"1","0","0","0","1","0","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","1",0,3,0,3,37,7,1,10.333333,"0","0","0","0","0","1",1,3,"0","0","1","0","0","0",3,"1","0","0","0","0","0","1","0",20,4,100000
"3e16fab89","ID_1d5bf8ddf",1,"0",0,2,2,0,1,1,0,3,3,12,"1","0","0","0","1","0","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0",0,3,0,3,37,7,1,10.333333,"0","0","0","0","0","0",1,3,"0","0","1","0","0","0",3,"1","0","0","0","0","0","1","0",40,4,100000
"1e84a2ac8","ID_e5cdba865",5,"0",0,1,1,0,0,0,0,1,1,15,"0","0","0","1","0","0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0",0,1,0,1,37,16,1,15,"0","0","0","0","0","1",2,0.5,"1","0","0","0","0","0",2,"1","0","0","0","0","0","1","0",44,4,NA
"759df0194","ID_e18530139",4,"1",0,2,2,0,1,1,0,3,3,6,"1","0","0","0","1","0","0","1","1","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0",0,3,1,3,11,7,1,6.6666665,"0","0","1","0","0","0",2,1.5,"0","0","1","0","0","1",3,"1","0","0","0","0","0","1","0",69,4,120000
"759df0194","ID_cba035c44",4,"1",0,2,2,0,1,1,0,3,3,6,"1","0","0","0","1","0","0","1","1","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0",0,3,1,3,11,7,1,6.6666665,"0","0","1","0","0","0",2,1.5,"0","0","1","0","0","1",3,"1","0","0","0","0","0","1","0",62,4,120000
"759df0194","ID_b6c1c7e65",4,"1",0,2,2,0,1,1,0,3,3,8,"1","0","0","0","1","0","0","1","1","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1",0,3,1,3,11,7,1,6.6666665,"0","0","0","1","0","0",2,1.5,"0","0","1","0","0","1",3,"1","0","0","0","0","0","1","0",33,4,120000
"f2fcf00fd","ID_96b1fbc81",5,"0",0,1,1,0,1,1,0,2,2,8,"1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0",0,2,0,2,37,9,1,9.5,"0","0","0","1","0","0",2,1,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",35,4,100000
"f2fcf00fd","ID_422226730",5,"0",0,1,1,0,1,1,0,2,2,11,"1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0",0,2,0,2,37,9,1,9.5,"0","0","0","0","1","0",2,1,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",28,4,100000
"cb6bb28dd","ID_e24d9c3c9",5,"0",0,4,4,0,1,1,0,5,5,1,"0","1","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0",1,4,0,5,6,12,1,5.25,"0","1","0","0","0","0",3,1.6666666,"1","0","0","0","0","0",3,"1","0","0","0","0","0","1","0",28,4,NA
"cb6bb28dd","ID_be1c0c929",5,"0",0,4,4,0,1,1,0,5,5,11,"0","1","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0",1,4,0,5,6,12,1,5.25,"0","0","0","0","1","0",3,1.6666666,"1","0","0","0","0","0",3,"1","0","0","0","0","0","1","0",56,4,NA
"cb6bb28dd","ID_18ffaadc6",5,"0",0,4,4,0,1,1,0,5,5,6,"0","1","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0",1,4,0,5,6,12,1,5.25,"0","0","1","0","0","0",3,1.6666666,"1","0","0","0","0","0",3,"1","0","0","0","0","0","1","0",30,4,NA
"cb6bb28dd","ID_beb36ce09",5,"0",0,4,4,0,1,1,0,5,5,0,"0","1","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1",1,4,0,5,6,12,1,5.25,"1","0","0","0","0","0",3,1.6666666,"1","0","0","0","0","0",3,"1","0","0","0","0","0","1","0",19,4,NA
"cb6bb28dd","ID_57b05a403",5,"0",0,4,4,0,1,1,0,5,5,3,"0","1","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0",1,4,0,5,6,12,1,5.25,"0","1","0","0","0","0",3,1.6666666,"1","0","0","0","0","0",3,"1","0","0","0","0","0","1","0",52,4,NA
"cbf24a06c","ID_01f1e94b3",4,"0",0,2,2,0,1,1,0,3,3,6,"0","0","0","1","0","0","1","1","1","0","0","1","0","1","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0",1,2,0,3,11,9,1,7,"0","0","1","0","0","0",2,1.5,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",36,4,80000
"cbf24a06c","ID_0f01e18e9",4,"0",0,2,2,0,1,1,0,3,3,8,"0","0","0","1","0","0","1","1","1","0","0","1","0","1","1","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1",1,2,0,3,11,9,1,7,"0","0","0","1","0","0",2,1.5,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",15,4,80000
"cbf24a06c","ID_e73a7a162",4,"0",0,2,2,0,1,1,0,3,3,8,"0","0","0","1","0","0","1","1","1","0","0","1","0","1","1","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0",1,2,0,3,11,9,1,7,"0","0","0","1","0","0",2,1.5,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",37,4,80000
"922a1f87a","ID_488b8ac27",5,"1",0,1,1,0,1,1,0,2,2,9,"0","0","0","1","0","0","1","1","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0",0,2,0,2,37,1,10,11,"0","0","0","1","0","0",2,1,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",44,4,90000
"922a1f87a","ID_1f68e9b45",5,"1",0,1,1,0,1,1,0,2,2,13,"0","0","0","1","0","0","1","1","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1",0,2,0,2,37,1,10,11,"0","0","0","0","0","1",2,1,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",24,4,90000
"a57a1f2f4","ID_e3869ade2",8,"1",0,2,2,0,1,1,0,3,3,8,"1","0","0","0","0","0","1","1","1","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0",1,2,1,3,25,1,16,15.5,"0","0","0","1","0","0",3,1,"1","0","0","0","1","0",3,"1","0","0","0","0","0","1","0",15,4,NA
"a57a1f2f4","ID_451a7e35a",8,"1",0,2,2,0,1,1,0,3,3,15,"1","0","0","0","0","0","1","1","1","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0",1,2,1,3,25,1,16,15.5,"0","0","0","0","0","1",3,1,"1","0","0","0","1","0",3,"1","0","0","0","0","0","1","0",76,4,NA
"a57a1f2f4","ID_cf3c3d7ec",8,"1",0,2,2,0,1,1,0,3,3,16,"1","0","0","0","0","0","1","1","1","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1",1,2,1,3,25,1,16,15.5,"0","0","0","0","0","1",3,1,"1","0","0","0","1","0",3,"1","0","0","0","0","0","1","0",44,4,NA
"9b084b23d","ID_feda408ee",4,"0",0,1,1,0,1,1,0,2,2,17,"0","0","0","1","0","0","1","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0",0,2,2,2,36,18,1,10,"0","0","0","0","0","1",2,1,"1","0","0","0","0","0",1,"1","0","0","0","0","0","1","0",69,4,NA
"9b084b23d","ID_4dd2eaeba",4,"0",0,1,1,0,1,1,0,2,2,3,"0","0","0","1","0","0","1","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0",0,2,2,2,36,18,1,10,"0","1","0","0","0","0",2,1,"1","0","0","0","0","0",1,"1","0","0","0","0","0","1","0",94,4,NA
"6ddd55b3e","ID_34d68201f",5,"1",0,1,1,1,1,2,1,2,3,16,"0","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0",1,2,0,3,11,12,1,13.5,"0","0","0","0","0","1",2,1.5,"1","0","0","0","0","0",2,"1","0","0","0","0","0","1","0",45,4,NA
"6ddd55b3e","ID_839160e1d",5,"1",0,1,1,1,1,2,1,2,3,2,"0","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1",1,2,0,3,11,12,1,13.5,"0","1","0","0","0","0",2,1.5,"1","0","0","0","0","0",2,"1","0","0","0","0","0","1","0",8,4,NA
"6ddd55b3e","ID_340865cda",5,"1",0,1,1,1,1,2,1,2,3,11,"0","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0",1,2,0,3,11,12,1,13.5,"0","0","0","0","1","0",2,1.5,"1","0","0","0","0","0",2,"1","0","0","0","0","0","1","0",48,4,NA
"652a7ffa0","ID_eb1d477b3",5,"0",0,1,1,1,2,3,1,3,4,2,"0","0","1","0","0","1","0","1","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","1",2,2,0,4,38,12,1,11,"0","1","0","0","0","0",2,2,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",8,2,120000
"652a7ffa0","ID_1edc6734e",5,"0",0,1,1,1,2,3,1,3,4,11,"0","0","1","0","0","1","0","1","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0",2,2,0,4,38,12,1,11,"0","0","0","0","1","0",2,2,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",44,2,120000
"652a7ffa0","ID_68cdfd374",5,"0",0,1,1,1,2,3,1,3,4,8,"0","0","1","0","0","1","0","1","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","0","1",2,2,0,4,38,12,1,11,"0","0","0","1","0","0",2,2,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",14,2,120000
"652a7ffa0","ID_be0fdb30f",5,"0",0,1,1,1,2,3,1,3,4,11,"0","0","1","0","0","1","0","1","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","0",2,2,0,4,38,12,1,11,"0","0","0","0","1","0",2,2,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",42,2,120000
"b9d64d752","ID_88d6dc9be",5,"0",1,1,2,0,2,2,1,3,4,6,"1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1",2,2,0,4,38,1,8,9,"0","0","1","0","0","0",3,1.3333334,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",13,4,168000
"b9d64d752","ID_e2d67d5bb",5,"0",1,1,2,0,2,2,1,3,4,2,"1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1",2,2,0,4,38,1,8,9,"0","1","0","0","0","0",3,1.3333334,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",10,4,168000
"b9d64d752","ID_39794350a",5,"0",1,1,2,0,2,2,1,3,4,7,"1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0",2,2,0,4,38,1,8,9,"0","0","0","1","0","0",3,1.3333334,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",37,4,168000
"b9d64d752","ID_91fc6ef60",5,"0",1,1,2,0,2,2,1,3,4,11,"1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0",2,2,0,4,38,1,8,9,"0","0","0","0","1","0",3,1.3333334,"0","0","1","0","0","0",2,"1","0","0","0","0","0","1","0",36,4,168000
"09a26c158","ID_a0fb0a5c4",1,"0",0,1,1,0,0,0,0,1,1,7,"0","0","0","1","0","0","1","1","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0",0,1,1,1,36,8,1,7,"0","0","0","1","0","0",1,1,"0","0","1","0","0","0",0,"1","0","0","0","0","0","1","0",71,2,40000
"e2f9717d3","ID_b00eafd98",3,"0",0,1,1,0,1,1,0,2,2,14,"1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0",0,2,0,2,37,1,15,10,"0","0","0","0","0","1",1,2,"0","0","1","0","0","1",2,"1","0","0","0","0","0","1","0",30,4,155000
"e2f9717d3","ID_332252b98",3,"0",0,1,1,0,1,1,0,2,2,6,"1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","1","0",0,2,0,2,37,1,15,10,"0","0","1","0","0","0",1,2,"0","0","1","0","0","1",2,"1","0","0","0","0","0","1","0",29,4,155000
"65d20b573","ID_1db0ed392",6,"1",0,2,2,0,1,1,0,3,3,14,"1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0",0,3,1,3,11,1,15,13,"0","0","0","0","0","1",3,1,"1","0","0","0","1","1",3,"1","0","0","0","0","0","1","0",55,4,NA
"65d20b573","ID_c70e4a951",6,"1",0,2,2,0,1,1,0,3,3,11,"1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","1","0",0,3,1,3,11,1,15,13,"0","0","0","0","1","0",3,1,"1","0","0","0","1","1",3,"1","0","0","0","0","0","1","0",70,4,NA
"65d20b573","ID_f1a8c2996",6,"1",0,2,2,0,1,1,0,3,3,14,"1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1",0,3,1,3,11,1,15,13,"0","0","0","0","0","1",3,1,"1","0","0","0","1","1",3,"1","0","0","0","0","0","1","0",26,4,NA
"d9281c805","ID_6e9d356d7",6,"0",0,0,0,0,1,1,0,1,1,9,"0","0","0","1","1","0","0","1","1","0","1","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0",0,1,1,1,36,1,10,9,"0","0","0","1","0","0",3,0.33333334,"1","0","0","0","0","0",1,"1","0","0","0","0","0","1","0",71,2,NA
"5f7699c70","ID_5a72ab074",3,"0",1,1,2,1,2,3,2,3,5,9,"1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0",2,3,0,5,13,10,1,9,"0","0","0","1","0","0",2,2.5,"0","0","1","0","0","0",5,"1","0","0","0","0","0","1","0",30,4,200000
"5f7699c70","ID_18e808ee5",3,"0",1,1,2,1,2,3,2,3,5,5,"1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1",2,3,0,5,13,10,1,9,"0","1","0","0","0","0",2,2.5,"0","0","1","0","0","0",5,"1","0","0","0","0","0","1","0",11,4,200000
"5f7699c70","ID_bd34e0c6a",3,"0",1,1,2,1,2,3,2,3,5,0,"1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1",2,3,0,5,13,10,1,9,"1","0","0","0","0","0",2,2.5,"0","0","1","0","0","0",5,"1","0","0","0","0","0","1","0",1,4,200000
